disease,diseaseLabel,symptom,symptomLabel,symptom_local_name
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q3316140,emotional dysregulation,emotional_dysregulation
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q5470185,formication,formication
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q622527,self-injury,self_injury
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q67569586,self-mutilation,self_mutilation
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q944142,suicidal ideation,suicidal_ideation
http://www.wikidata.org/entity/Q11679861,ancylostomiasis,http://www.wikidata.org/entity/Q166019,bleeding,bleeding
http://www.wikidata.org/entity/Q11679861,ancylostomiasis,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q11679861,ancylostomiasis,http://www.wikidata.org/entity/Q5445,anemia,anemia
http://www.wikidata.org/entity/Q117121,Wilson disease,http://www.wikidata.org/entity/Q133244,jaundice,jaundice
http://www.wikidata.org/entity/Q117121,Wilson disease,http://www.wikidata.org/entity/Q1423745,Kayserâ€“Fleischer ring,kayserâ€“fleischer_ring
http://www.wikidata.org/entity/Q117121,Wilson disease,http://www.wikidata.org/entity/Q152234,edema,edema
http://www.wikidata.org/entity/Q117121,Wilson disease,http://www.wikidata.org/entity/Q20706838,face of the giant panda sign,face_of_the_giant_panda_sign
http://www.wikidata.org/entity/Q117121,Wilson disease,http://www.wikidata.org/entity/Q3525894,personality change,personality_change
http://www.wikidata.org/entity/Q117121,Wilson disease,http://www.wikidata.org/entity/Q4930124,blue nails,blue_nails
http://www.wikidata.org/entity/Q11781607,Native American myopathy,http://www.wikidata.org/entity/Q622427,ptosis,ptosis
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q1129121,splenomegaly,splenomegaly
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q1274464,polyarthritis,polyarthritis
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q1362864,hepatomegaly,hepatomegaly
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q1642170,hemophagocytic lymphohistiocytosis,hemophagocytic_lymphohistiocytosis
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q2085267,pharyngitis,pharyngitis
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q24869904,remittent fever,remittent_fever
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q29589522,salmon-colored rash,salmon_colored_rash
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q847726,lymphadenopathy,lymphadenopathy
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q929737,liver disease,liver_disease
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,http://www.wikidata.org/entity/Q974869,leukocytosis,leukocytosis
http://www.wikidata.org/entity/Q11883686,myoclonic epilepsy,http://www.wikidata.org/entity/Q116275,myoclonus,myoclonus
http://www.wikidata.org/entity/Q11903425,virulent Newcastle disease,http://www.wikidata.org/entity/Q107231,paralysis,paralysis
http://www.wikidata.org/entity/Q11903425,virulent Newcastle disease,http://www.wikidata.org/entity/Q167844,conjunctivitis,conjunctivitis
http://www.wikidata.org/entity/Q11903425,virulent Newcastle disease,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q1292082,sore throat,sore_throat
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q1515219,macula,macula
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q167844,conjunctivitis,conjunctivitis
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q1869874,insomnia,insomnia
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q209583,tachycardia,tachycardia
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q217111,bradycardia,bradycardia
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q2260058,chills,chills
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q24084959,primary affect,primary_affect
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q275419,hypotension,hypotension
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q653197,rash,rash
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q683498,arthralgia,arthralgia
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q847726,lymphadenopathy,lymphadenopathy
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q997862,papule,papule
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q35805,cough,cough
http://www.wikidata.org/entity/Q1194496,scrub typhus,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q11997695,fox mange,http://www.wikidata.org/entity/Q199602,itch,itch
http://www.wikidata.org/entity/Q1200256,delusional parasitosis,http://www.wikidata.org/entity/Q105434,hypochondriasis,hypochondriasis
http://www.wikidata.org/entity/Q1200256,delusional parasitosis,http://www.wikidata.org/entity/Q189643,delusion,delusion
http://www.wikidata.org/entity/Q1200256,delusional parasitosis,http://www.wikidata.org/entity/Q199602,itch,itch
http://www.wikidata.org/entity/Q1200256,delusional parasitosis,http://www.wikidata.org/entity/Q939378,skin abrasion,skin_abrasion
http://www.wikidata.org/entity/Q1208144,boreout,http://www.wikidata.org/entity/Q42844,major depressive disorder,major_depressive_disorder
http://www.wikidata.org/entity/Q120973015,Beckâ€“Fahrner syndrome,http://www.wikidata.org/entity/Q1269290,dysmorphism,dysmorphism
http://www.wikidata.org/entity/Q120973015,Beckâ€“Fahrner syndrome,http://www.wikidata.org/entity/Q1753547,hypotonia,hypotonia
http://www.wikidata.org/entity/Q120973015,Beckâ€“Fahrner syndrome,http://www.wikidata.org/entity/Q25312637,global developmental delay,global_developmental_delay
http://www.wikidata.org/entity/Q120973015,Beckâ€“Fahrner syndrome,http://www.wikidata.org/entity/Q3064951,Psychomotor retardation,psychomotor_retardation
http://www.wikidata.org/entity/Q120973015,Beckâ€“Fahrner syndrome,http://www.wikidata.org/entity/Q3450985,neurodevelopmental disorder,neurodevelopmental_disorder
http://www.wikidata.org/entity/Q120973015,Beckâ€“Fahrner syndrome,http://www.wikidata.org/entity/Q41571,epilepsy,epilepsy
http://www.wikidata.org/entity/Q12099023,"attention deficit hyperactivity disorder, predominantly hyperactive-impulsive",http://www.wikidata.org/entity/Q1549918,impulsivity,impulsivity
http://www.wikidata.org/entity/Q12099023,"attention deficit hyperactivity disorder, predominantly hyperactive-impulsive",http://www.wikidata.org/entity/Q1640850,hyperactivity,hyperactivity
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q10686316,vertigo,vertigo
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q1129121,splenomegaly,splenomegaly
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q1162276,xerostomia,xerostomia
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q133244,jaundice,jaundice
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q1362864,hepatomegaly,hepatomegaly
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q164655,abscess,abscess
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q537297,heartburn,heartburn
http://www.wikidata.org/entity/Q1210303,dicrocoeliasis,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q121041,appendicitis,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q121041,appendicitis,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q121041,appendicitis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q121041,appendicitis,http://www.wikidata.org/entity/Q254327,anorexia,anorexia
http://www.wikidata.org/entity/Q12167939,chronic rhinitis,http://www.wikidata.org/entity/Q166019,bleeding,bleeding
http://www.wikidata.org/entity/Q121842380,lamb dysentery,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q1227160,diphyllobothriasis,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q1227160,diphyllobothriasis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q1227160,diphyllobothriasis,http://www.wikidata.org/entity/Q653197,rash,rash
http://www.wikidata.org/entity/Q1227160,diphyllobothriasis,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q1227160,diphyllobothriasis,http://www.wikidata.org/entity/Q5445,anemia,anemia
http://www.wikidata.org/entity/Q122751470,lumpy skin disease,http://www.wikidata.org/entity/Q582484,nodule,nodule
http://www.wikidata.org/entity/Q122903799,"microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome",http://www.wikidata.org/entity/Q111693701,ambiguous genitalia,ambiguous_genitalia
http://www.wikidata.org/entity/Q122903799,"microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome",http://www.wikidata.org/entity/Q431643,microcephaly,microcephaly
http://www.wikidata.org/entity/Q122903799,"microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome",http://www.wikidata.org/entity/Q669435,renal agenesis,renal_agenesis
http://www.wikidata.org/entity/Q1229994,paranoia,http://www.wikidata.org/entity/Q69901129,paranoid behavior,paranoid_behavior
http://www.wikidata.org/entity/Q123754619,zoochosis,http://www.wikidata.org/entity/Q102186880,circling movement,circling_movement
http://www.wikidata.org/entity/Q123754619,zoochosis,http://www.wikidata.org/entity/Q1198115,stereotypy,stereotypy
http://www.wikidata.org/entity/Q123754619,zoochosis,http://www.wikidata.org/entity/Q254327,anorexia,anorexia
http://www.wikidata.org/entity/Q123754619,zoochosis,http://www.wikidata.org/entity/Q622527,self-injury,self_injury
http://www.wikidata.org/entity/Q123754619,zoochosis,http://www.wikidata.org/entity/Q12029,addiction,addiction
http://www.wikidata.org/entity/Q1238645,Vogtâ€“Koyanagiâ€“Harada syndrome,http://www.wikidata.org/entity/Q48143,meningitis,meningitis
http://www.wikidata.org/entity/Q12412172,central diabetes insipidus,http://www.wikidata.org/entity/Q1124286,polyuria,polyuria
http://www.wikidata.org/entity/Q12412172,central diabetes insipidus,http://www.wikidata.org/entity/Q1426443,nocturia,nocturia
http://www.wikidata.org/entity/Q12412172,central diabetes insipidus,http://www.wikidata.org/entity/Q1641429,hyposthenuria,hyposthenuria
http://www.wikidata.org/entity/Q12412172,central diabetes insipidus,http://www.wikidata.org/entity/Q635195,polydipsia,polydipsia
http://www.wikidata.org/entity/Q124407,type-1 diabetes,http://www.wikidata.org/entity/Q1124286,polyuria,polyuria
http://www.wikidata.org/entity/Q124407,type-1 diabetes,http://www.wikidata.org/entity/Q635195,polydipsia,polydipsia
http://www.wikidata.org/entity/Q124407,type-1 diabetes,http://www.wikidata.org/entity/Q653267,polyphagia,polyphagia
http://www.wikidata.org/entity/Q126539679,kufungisisa,http://www.wikidata.org/entity/Q169251,sadness,sadness
http://www.wikidata.org/entity/Q126539679,kufungisisa,http://www.wikidata.org/entity/Q309406,apathy,apathy
http://www.wikidata.org/entity/Q126539679,kufungisisa,http://www.wikidata.org/entity/Q989365,memory loss,memory_loss
http://www.wikidata.org/entity/Q126539679,kufungisisa,http://www.wikidata.org/entity/Q9690,fatigue,fatigue
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q254327,anorexia,anorexia
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q633403,asthenia,asthenia
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q718113,weight loss,weight_loss
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q12656487,hymenolepiasis,http://www.wikidata.org/entity/Q5445,anemia,anemia
http://www.wikidata.org/entity/Q127417752,perennial canker,http://www.wikidata.org/entity/Q178069,necrosis,necrosis
http://www.wikidata.org/entity/Q127417752,perennial canker,http://www.wikidata.org/entity/Q2299244,wilting,wilting
http://www.wikidata.org/entity/Q127418595,Q127418595,http://www.wikidata.org/entity/Q811596,canker,canker
http://www.wikidata.org/entity/Q127556,osteochondritis dissecans,http://www.wikidata.org/entity/Q178069,necrosis,necrosis
http://www.wikidata.org/entity/Q1275814,konzo,http://www.wikidata.org/entity/Q213373,ataxia,ataxia
http://www.wikidata.org/entity/Q1275814,konzo,http://www.wikidata.org/entity/Q3363589,paraparesis,paraparesis
http://www.wikidata.org/entity/Q1275814,konzo,http://www.wikidata.org/entity/Q657516,hereditary spastic paraplegia,hereditary_spastic_paraplegia
http://www.wikidata.org/entity/Q12829964,Pes,http://www.wikidata.org/entity/Q3705665,depigmentation,depigmentation
http://www.wikidata.org/entity/Q128601314,RÃ¶nnskÃ¤r disease,http://www.wikidata.org/entity/Q3286546,respiratory disease,respiratory_disease
http://www.wikidata.org/entity/Q1286320,neurilemmomatosis,http://www.wikidata.org/entity/Q369148,neurilemmoma,neurilemmoma
http://www.wikidata.org/entity/Q1286499,dust mite allergy,http://www.wikidata.org/entity/Q3245488,nasal congestion,nasal_congestion
http://www.wikidata.org/entity/Q1286499,dust mite allergy,http://www.wikidata.org/entity/Q35805,cough,cough
http://www.wikidata.org/entity/Q1286499,dust mite allergy,http://www.wikidata.org/entity/Q35830,sneeze,sneeze
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q10916362,dizziness,dizziness
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q12122651,meningism signs,meningism_signs
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q1412657,petechia,petechia
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q1515219,macula,macula
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q160796,delirium,delirium
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q1638131,hyperesthesia,hyperesthesia
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q167844,conjunctivitis,conjunctivitis
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q185935,mania,mania
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q1869874,insomnia,insomnia
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q189331,heart arrhythmia,heart_arrhythmia
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q189643,delusion,delusion
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q203994,euphoria,euphoria
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q220989,nystagmus,nystagmus
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q223907,tremor,tremor
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q225957,dysarthria,dysarthria
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q2260058,chills,chills
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q261327,thrombosis,thrombosis
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q28540776,Chiari symptom,chiari_symptom
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q28966602,Godelier's symptom,godelier's_symptom
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q308978,pressure ulcer,pressure_ulcer
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q56027188,hood symptom,hood_symptom
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q622901,Korsakoff's syndrome,korsakoff's_syndrome
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q623289,dysphagia,dysphagia
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q683498,arthralgia,arthralgia
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q9150037,amimia,amimia
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q12133,deafness,deafness
http://www.wikidata.org/entity/Q1290616,epidemic typhus,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q109186,swelling,swelling
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q12122651,meningism signs,meningism_signs
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q1642049,hematochezia,hematochezia
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q3269466,lymphadenitis,lymphadenitis
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q3422583,rectorrhagia,rectorrhagia
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q6452285,ulcer,ulcer
http://www.wikidata.org/entity/Q129104,anthrax,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q129279,dysentery,http://www.wikidata.org/entity/Q21513416,hemorrhagic diarrhea,hemorrhagic_diarrhea
http://www.wikidata.org/entity/Q129279,dysentery,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q13046587,pulmonary tuberculosis,http://www.wikidata.org/entity/Q1334541,pleural effusion,pleural_effusion
http://www.wikidata.org/entity/Q130565145,Q130565145,http://www.wikidata.org/entity/Q2299244,wilting,wilting
http://www.wikidata.org/entity/Q131176481,white mold,http://www.wikidata.org/entity/Q2299244,wilting,wilting
http://www.wikidata.org/entity/Q131176481,white mold,http://www.wikidata.org/entity/Q30916196,Q30916196,q30916196
http://www.wikidata.org/entity/Q131749782,Werewolf syndrome,http://www.wikidata.org/entity/Q1895873,disorientation,disorientation
http://www.wikidata.org/entity/Q131749782,Werewolf syndrome,http://www.wikidata.org/entity/Q191797,aggression,aggression
http://www.wikidata.org/entity/Q131749782,Werewolf syndrome,http://www.wikidata.org/entity/Q6279182,seizure,seizure
http://www.wikidata.org/entity/Q131749782,Werewolf syndrome,http://www.wikidata.org/entity/Q44619,fear,fear
http://www.wikidata.org/entity/Q132971,dyslexia,http://www.wikidata.org/entity/Q17077617,reading disorder and Ã©crites disorder,reading_disorder_and_ã©crites_disorder
http://www.wikidata.org/entity/Q1331116,Alport syndrome,http://www.wikidata.org/entity/Q16035842,hearing loss,hearing_loss
http://www.wikidata.org/entity/Q1331116,Alport syndrome,http://www.wikidata.org/entity/Q373597,hematuria,hematuria
http://www.wikidata.org/entity/Q1331116,Alport syndrome,http://www.wikidata.org/entity/Q476921,kidney failure,kidney_failure
http://www.wikidata.org/entity/Q1331116,Alport syndrome,http://www.wikidata.org/entity/Q605006,glomerulonephritis,glomerulonephritis
http://www.wikidata.org/entity/Q1335642,Emery-Dreifuss muscular dystrophy,http://www.wikidata.org/entity/Q189331,heart arrhythmia,heart_arrhythmia
http://www.wikidata.org/entity/Q1335642,Emery-Dreifuss muscular dystrophy,http://www.wikidata.org/entity/Q270421,muscle weakness,muscle_weakness
http://www.wikidata.org/entity/Q1338684,tension headache,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q1345792,Goodpasture syndrome,http://www.wikidata.org/entity/Q166019,bleeding,bleeding
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q109186,swelling,swelling
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q1292082,sore throat,sore_throat
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q1495301,pseudomembrane,pseudomembrane
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q181754,heart failure,heart_failure
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q186470,tonsillitis,tonsillitis
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q21513506,barking cough,barking_cough
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q945238,peripheral neuropathy,peripheral_neuropathy
http://www.wikidata.org/entity/Q134649,diphtheria,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q134704545,WOREE syndrome,http://www.wikidata.org/entity/Q18975053,intractable epilepsy,intractable_epilepsy
http://www.wikidata.org/entity/Q134704545,WOREE syndrome,http://www.wikidata.org/entity/Q213373,ataxia,ataxia
http://www.wikidata.org/entity/Q134704545,WOREE syndrome,http://www.wikidata.org/entity/Q25312637,global developmental delay,global_developmental_delay
http://www.wikidata.org/entity/Q134704545,WOREE syndrome,http://www.wikidata.org/entity/Q61559,child mortality,child_mortality
http://www.wikidata.org/entity/Q135278407,grey leaf spot of tomato,http://www.wikidata.org/entity/Q6508875,Leaf spot,leaf_spot
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,http://www.wikidata.org/entity/Q133244,jaundice,jaundice
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,http://www.wikidata.org/entity/Q193889,ascites,ascites
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,http://www.wikidata.org/entity/Q194290,dehydration,dehydration
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q1359898,cryptosporidiosis,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q136230165,Q136230165,http://www.wikidata.org/entity/Q117267738,discoloration,discoloration
http://www.wikidata.org/entity/Q1364270,hypertrophic cardiomyopathy,http://www.wikidata.org/entity/Q10686316,vertigo,vertigo
http://www.wikidata.org/entity/Q1364270,hypertrophic cardiomyopathy,http://www.wikidata.org/entity/Q152234,edema,edema
http://www.wikidata.org/entity/Q1364270,hypertrophic cardiomyopathy,http://www.wikidata.org/entity/Q15729017,fatigue,fatigue
http://www.wikidata.org/entity/Q1364270,hypertrophic cardiomyopathy,http://www.wikidata.org/entity/Q181754,heart failure,heart_failure
http://www.wikidata.org/entity/Q1364270,hypertrophic cardiomyopathy,http://www.wikidata.org/entity/Q188008,dyspnea,dyspnea
http://www.wikidata.org/entity/Q1364270,hypertrophic cardiomyopathy,http://www.wikidata.org/entity/Q209583,tachycardia,tachycardia
http://www.wikidata.org/entity/Q1364270,hypertrophic cardiomyopathy,http://www.wikidata.org/entity/Q81938,pain,pain
http://www.wikidata.org/entity/Q136524882,Diplocoria,http://www.wikidata.org/entity/Q281289,photophobia,photophobia
http://www.wikidata.org/entity/Q136542288,gambling disorder,http://www.wikidata.org/entity/Q1425425,drug tolerance,drug_tolerance
http://www.wikidata.org/entity/Q136542288,gambling disorder,http://www.wikidata.org/entity/Q1778765,social isolation,social_isolation
http://www.wikidata.org/entity/Q136542288,gambling disorder,http://www.wikidata.org/entity/Q21050611,loss of control,loss_of_control
http://www.wikidata.org/entity/Q136542288,gambling disorder,http://www.wikidata.org/entity/Q57859955,cognitive dysfunction,cognitive_dysfunction
http://www.wikidata.org/entity/Q1393718,hemophilia C,http://www.wikidata.org/entity/Q166019,bleeding,bleeding
http://www.wikidata.org/entity/Q1404470,Felty's syndrome,http://www.wikidata.org/entity/Q1129121,splenomegaly,splenomegaly
http://www.wikidata.org/entity/Q1404470,Felty's syndrome,http://www.wikidata.org/entity/Q187255,rheumatoid arthritis,rheumatoid_arthritis
http://www.wikidata.org/entity/Q1404470,Felty's syndrome,http://www.wikidata.org/entity/Q3073147,intermittent fever,intermittent_fever
http://www.wikidata.org/entity/Q1404470,Felty's syndrome,http://www.wikidata.org/entity/Q496812,leukopenia,leukopenia
http://www.wikidata.org/entity/Q1410831,fibrodysplasia ossificans progressiva,http://www.wikidata.org/entity/Q1182746,deformity,deformity
http://www.wikidata.org/entity/Q1410831,fibrodysplasia ossificans progressiva,http://www.wikidata.org/entity/Q3858675,myositis ossificans,myositis_ossificans
http://www.wikidata.org/entity/Q1410831,fibrodysplasia ossificans progressiva,http://www.wikidata.org/entity/Q418418,ankylosis,ankylosis
http://www.wikidata.org/entity/Q1417880,Non-Verbal Learning Disorder,http://www.wikidata.org/entity/Q1269351,developmental coordination disorder,developmental_coordination_disorder
http://www.wikidata.org/entity/Q1417880,Non-Verbal Learning Disorder,http://www.wikidata.org/entity/Q4353073,social communication disorder,social_communication_disorder
http://www.wikidata.org/entity/Q1417880,Non-Verbal Learning Disorder,http://www.wikidata.org/entity/Q5419936,executive disfunction,executive_disfunction
http://www.wikidata.org/entity/Q1418152,Mobius syndrome,http://www.wikidata.org/entity/Q7562539,facial paralysis,facial_paralysis
http://www.wikidata.org/entity/Q1424706,opsoclonus myoclonus syndrome,http://www.wikidata.org/entity/Q116275,myoclonus,myoclonus
http://www.wikidata.org/entity/Q1424706,opsoclonus myoclonus syndrome,http://www.wikidata.org/entity/Q2027232,opsoclonus,opsoclonus
http://www.wikidata.org/entity/Q1425018,Pallisterâ€“Killian syndrome,http://www.wikidata.org/entity/Q1753547,hypotonia,hypotonia
